=================================================================================================================================================
REPOSITORY: ALGORITHMS | FULL CONFUSION SCORE RANKING
=================================================================================================================================================
Function                     | Class              | File Path                           | Line  | Comp | Hits | Doc? | Score 
search                       | SuffixTree         | ...tures/suffix_tree/suffix_tree.py | 51    | 3    | 0    | Yes  | 0.0222
__str__                      | LinkedList         | ...ructures/linked_list/__init__.py | 92    | 3    | 0    | Yes  | 0.0222
append                       | LinkedList         | ...s/linked_list/reverse_k_group.py | 54    | 3    | 0    | Yes  | 0.0222
make_linked_list             | None               | ...res/linked_list/from_sequence.py | 23    | 3    | 0    | Yes  | 0.0222
print_linked_list            | None               | ...nked_list/rotate_to_the_right.py | 12    | 3    | 0    | Yes  | 0.0222
insert_node                  | None               | ...nked_list/rotate_to_the_right.py | 40    | 3    | 0    | Yes  | 0.0222
__setitem__                  | LinkedList         | ...inked_list/singly_linked_list.py | 133   | 3    | 0    | Yes  | 0.0222
__str__                      | SkipList           | ...uctures/linked_list/skip_list.py | 59    | 3    | 0    | Yes  | 0.0222
random_level                 | SkipList           | ...uctures/linked_list/skip_list.py | 116   | 3    | 0    | Yes  | 0.0222
__iter__                     | CircularLinkedList | ...ked_list/circular_linked_list.py | 19    | 3    | 0    | Yes  | 0.0222
__iter__                     | LinkedList         | ...d_list/floyds_cycle_detection.py | 36    | 3    | 0    | Yes  | 0.0222
add_node                     | LinkedList         | ...d_list/floyds_cycle_detection.py | 61    | 3    | 0    | Yes  | 0.0222
get_max_label                | BinarySearchTree   | .../binary_search_tree_recursive.py | 186   | 3    | 0    | Yes  | 0.0222
get_min_label                | BinarySearchTree   | .../binary_search_tree_recursive.py | 210   | 3    | 0    | Yes  | 0.0222
__iter__                     | Node               | ...tures/binary_tree/is_sum_tree.py | 19    | 3    | 0    | Yes  | 0.0222
is_sum_node                  | Node               | ...tures/binary_tree/is_sum_tree.py | 46    | 3    | 0    | Yes  | 0.0222
binary_tree_mirror           | None               | ...inary_tree/binary_tree_mirror.py | 16    | 3    | 0    | Yes  | 0.0222
create_sparse                | None               | ...y_tree/lowest_common_ancestor.py | 27    | 3    | 0    | Yes  | 0.0222
sibling                      | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 431   | 3    | 0    | Yes  | 0.0222
__len__                      | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 455   | 3    | 0    | Yes  | 0.0222
test_tree_traversal          | None               | ...es/binary_tree/red_black_tree.py | 657   | 3    | 0    | Yes  | 0.0222
test_tree_chaining           | None               | ...es/binary_tree/red_black_tree.py | 673   | 3    | 0    | Yes  | 0.0222
update                       | MaxFenwickTree     | ...ary_tree/maximum_fenwick_tree.py | 67    | 3    | 0    | Yes  | 0.0222
query                        | MaxFenwickTree     | ...ary_tree/maximum_fenwick_tree.py | 87    | 3    | 0    | Yes  | 0.0222
factorial                    | None               | ...mber_of_possible_binary_trees.py | 59    | 3    | 0    | Yes  | 0.0222
__iter__                     | Node               | ...inary_tree/binary_search_tree.py | 106   | 3    | 0    | Yes  | 0.0222
mirror                       | Node               | ...inary_tree/mirror_binary_tree.py | 33    | 3    | 0    | Yes  | 0.0222
__iter__                     | Node               | ...uctures/binary_tree/is_sorted.py | 29    | 3    | 0    | Yes  | 0.0222
depth_first_search           | None               | ...ree/diff_views_of_binary_tree.py | 46    | 3    | 0    | Yes  | 0.0222
depth_first_search           | None               | ...ree/diff_views_of_binary_tree.py | 86    | 3    | 0    | Yes  | 0.0222
merge_two_binary_trees       | None               | ...y_tree/merge_two_binary_trees.py | 23    | 3    | 0    | Yes  | 0.0222
test_all_segments            | None               | ...ee/non_recursive_segment_tree.py | 143   | 3    | 0    | Yes  | 0.0222
__iter__                     | TreeNode           | ...alize_deserialize_binary_tree.py | 26    | 3    | 0    | Yes  | 0.0222
deserialize                  | None               | ...alize_deserialize_binary_tree.py | 86    | 3    | 0    | Yes  | 0.0222
flatten                      | None               | ...tten_binarytree_to_linkedlist.py | 60    | 3    | 0    | Yes  | 0.0222
display_linked_list          | None               | ...tten_binarytree_to_linkedlist.py | 109   | 3    | 0    | Yes  | 0.0222
insert                       | None               | ...e/inorder_tree_traversal_2022.py | 17    | 3    | 0    | Yes  | 0.0222
init                         | FenwickTree        | ...ures/binary_tree/fenwick_tree.py | 28    | 3    | 0    | Yes  | 0.0222
get_array                    | FenwickTree        | ...ures/binary_tree/fenwick_tree.py | 53    | 3    | 0    | Yes  | 0.0222
add                          | FenwickTree        | ...ures/binary_tree/fenwick_tree.py | 80    | 3    | 0    | Yes  | 0.0222
prefix                       | FenwickTree        | ...ures/binary_tree/fenwick_tree.py | 129   | 3    | 0    | Yes  | 0.0222
permute_backtrack            | None               | ...tructures/arrays/permutations.py | 21    | 3    | 0    | Yes  | 0.0222
equilibrium_index            | None               | ...ys/equilibrium_index_in_array.py | 23    | 3    | 0    | Yes  | 0.0222
query                        | None               | ...tructures/arrays/sparse_table.py | 61    | 3    | 0    | Yes  | 0.0222
display                      | None               | ...ructures/arrays/sudoku_solver.py | 124   | 3    | 0    | Yes  | 0.0222
some                         | None               | ...ructures/arrays/sudoku_solver.py | 148   | 3    | 0    | Yes  | 0.0222
search                       | None               | ...ructures/arrays/sudoku_solver.py | 156   | 3    | 0    | Yes  | 0.0222
partition                    | None               | ...es/arrays/kth_largest_element.py | 8     | 3    | 0    | Yes  | 0.0222
contains_sum                 | PrefixSum          | ..._structures/arrays/prefix_sum.py | 61    | 3    | 0    | Yes  | 0.0222
evaluate                     | None               | ...ures/stacks/prefix_evaluation.py | 26    | 3    | 0    | Yes  | 0.0222
parse_token                  | None               | ...res/stacks/postfix_evaluation.py | 40    | 3    | 0    | Yes  | 0.0222
pop                          | Stack              | ...stack_with_doubly_linked_list.py | 58    | 3    | 0    | Yes  | 0.0222
_try_set                     | HashMap            | data_structures/hashing/hash_map.py | 69    | 3    | 0    | Yes  | 0.0222
_add_item                    | HashMap            | data_structures/hashing/hash_map.py | 134   | 3    | 0    | Yes  | 0.0222
match                        | RadixNode          | data_structures/trie/radix_tree.py  | 18    | 3    | 0    | Yes  | 0.0222
print_tree                   | RadixNode          | data_structures/trie/radix_tree.py  | 181   | 3    | 0    | Yes  | 0.0222
insert                       | TrieNode           | data_structures/trie/trie.py        | 23    | 3    | 0    | Yes  | 0.0222
find                         | TrieNode           | data_structures/trie/trie.py        | 36    | 3    | 0    | Yes  | 0.0222
print_words                  | None               | data_structures/trie/trie.py        | 78    | 3    | 0    | Yes  | 0.0222
__swap_up                    | BinaryHeap         | data_structures/heap/max_heap.py    | 23    | 3    | 0    | Yes  | 0.0222
__init__                     | SkewHeap           | data_structures/heap/skew_heap.py   | 114   | 3    | 0    | Yes  | 0.0222
__iter__                     | SkewHeap           | data_structures/heap/skew_heap.py   | 141   | 3    | 0    | Yes  | 0.0222
delete_item                  | Heap               | ..._structures/heap/heap_generic.py | 90    | 3    | 0    | Yes  | 0.0222
build_max_heap               | Heap               | data_structures/heap/heap.py        | 134   | 3    | 0    | Yes  | 0.0222
extract_max                  | Heap               | data_structures/heap/heap.py        | 165   | 3    | 0    | Yes  | 0.0222
__init__                     | RandomizedHeap     | ...ructures/heap/randomized_heap.py | 99    | 3    | 0    | Yes  | 0.0222
find_python_set              | None               | ...res/disjoint_set/disjoint_set.py | 51    | 3    | 0    | Yes  | 0.0222
bitonic_sort                 | None               | sorts/bitonic_sort.py               | 65    | 2    | 0    | Yes  | 0.0111
sortlist_2d                  | None               | sorts/merge_insertion_sort.py       | 52    | 2    | 0    | Yes  | 0.0111
pancake_sort                 | None               | sorts/pancake_sort.py               | 17    | 2    | 0    | Yes  | 0.0111
enqueue                      | ElementPriority... | ...ues/priority_queue_using_list.py | 152   | 2    | 0    | Yes  | 0.0111
dequeue                      | ElementPriority... | ...ues/priority_queue_using_list.py | 161   | 2    | 0    | Yes  | 0.0111
__init__                     | QueueByTwoStacks   | ...es/queues/queue_by_two_stacks.py | 7     | 2    | 0    | Yes  | 0.0111
enqueue                      | CircularQueue      | ...uctures/queues/circular_queue.py | 50    | 2    | 0    | Yes  | 0.0111
dequeue                      | CircularQueue      | ...uctures/queues/circular_queue.py | 81    | 2    | 0    | Yes  | 0.0111
__next__                     | _Iterator          | ...res/queues/double_ended_queue.py | 70    | 2    | 0    | Yes  | 0.0111
append                       | Deque              | ...res/queues/double_ended_queue.py | 99    | 2    | 0    | Yes  | 0.0111
appendleft                   | Deque              | ...res/queues/double_ended_queue.py | 141   | 2    | 0    | Yes  | 0.0111
extend                       | Deque              | ...res/queues/double_ended_queue.py | 183   | 2    | 0    | Yes  | 0.0111
extendleft                   | Deque              | ...res/queues/double_ended_queue.py | 212   | 2    | 0    | Yes  | 0.0111
pop                          | Deque              | ...res/queues/double_ended_queue.py | 241   | 2    | 0    | Yes  | 0.0111
popleft                      | Deque              | ...res/queues/double_ended_queue.py | 290   | 2    | 0    | Yes  | 0.0111
__repr__                     | Deque              | ...res/queues/double_ended_queue.py | 439   | 2    | 0    | Yes  | 0.0111
put                          | LinkedQueue        | ...tructures/queues/linked_queue.py | 95    | 2    | 0    | Yes  | 0.0111
__init__                     | QueueByList        | ...ructures/queues/queue_by_list.py | 7     | 2    | 0    | Yes  | 0.0111
get                          | QueueByList        | ...ructures/queues/queue_by_list.py | 72    | 2    | 0    | Yes  | 0.0111
rotate                       | QueueByList        | ...ructures/queues/queue_by_list.py | 98    | 2    | 0    | Yes  | 0.0111
build_kdtree                 | None               | ...ructures/kd_tree/build_kdtree.py | 12    | 2    | 0    | Yes  | 0.0111
build_suffix_tree            | SuffixTree         | ...tures/suffix_tree/suffix_tree.py | 24    | 2    | 0    | Yes  | 0.0111
__init__                     | SuffixTreeNode     | .../suffix_tree/suffix_tree_node.py | 13    | 2    | 0    | Yes  | 0.0111
main                         | None               | ...ix_tree/example/example_usage.py | 12    | 2    | 0    | Yes  | 0.0111
__iter__                     | LinkedList         | ...ctures/linked_list/swap_nodes.py | 18    | 2    | 0    | Yes  | 0.0111
__iter__                     | LinkedList         | ...s/linked_list/reverse_k_group.py | 19    | 2    | 0    | Yes  | 0.0111
__repr__                     | Node               | ...res/linked_list/from_sequence.py | 12    | 2    | 0    | Yes  | 0.0111
__iter__                     | DoublyLinkedList   | ...inked_list/doubly_linked_list.py | 21    | 2    | 0    | Yes  | 0.0111
__iter__                     | LinkedList         | ...inked_list/singly_linked_list.py | 50    | 2    | 0    | Yes  | 0.0111
reverse                      | LinkedList         | ...inked_list/singly_linked_list.py | 337   | 2    | 0    | Yes  | 0.0111
test_singly_linked_list_2    | None               | ...inked_list/singly_linked_list.py | 411   | 2    | 0    | Yes  | 0.0111
first                        | LinkedDeque        | ...ures/linked_list/deque_doubly.py | 63    | 2    | 0    | Yes  | 0.0111
last                         | LinkedDeque        | ...ures/linked_list/deque_doubly.py | 75    | 2    | 0    | Yes  | 0.0111
remove_first                 | LinkedDeque        | ...ures/linked_list/deque_doubly.py | 105   | 2    | 0    | Yes  | 0.0111
remove_last                  | LinkedDeque        | ...ures/linked_list/deque_doubly.py | 125   | 2    | 0    | Yes  | 0.0111
find                         | SkipList           | ...uctures/linked_list/skip_list.py | 226   | 2    | 0    | Yes  | 0.0111
__iter__                     | LinkedList         | ...res/linked_list/print_reverse.py | 27    | 2    | 0    | Yes  | 0.0111
append                       | LinkedList         | ...res/linked_list/print_reverse.py | 54    | 2    | 0    | Yes  | 0.0111
extend                       | LinkedList         | ...res/linked_list/print_reverse.py | 71    | 2    | 0    | Yes  | 0.0111
make_linked_list             | None               | ...res/linked_list/print_reverse.py | 88    | 2    | 0    | Yes  | 0.0111
has_loop                     | Node               | ...ructures/linked_list/has_loop.py | 26    | 2    | 0    | Yes  | 0.0111
__iter__                     | SortedLinkedList   | ...s/linked_list/merge_two_lists.py | 26    | 2    | 0    | Yes  | 0.0111
exists                       | BinarySearchTree   | .../binary_search_tree_recursive.py | 167   | 2    | 0    | Yes  | 0.0111
get_max                      | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 402   | 2    | 0    | Yes  | 0.0111
get_min                      | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 412   | 2    | 0    | Yes  | 0.0111
grandparent                  | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 423   | 2    | 0    | Yes  | 0.0111
is_left                      | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 440   | 2    | 0    | Yes  | 0.0111
is_right                     | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 446   | 2    | 0    | Yes  | 0.0111
color                        | None               | ...es/binary_tree/red_black_tree.py | 512   | 2    | 0    | Yes  | 0.0111
test_rotations               | None               | ...es/binary_tree/red_black_tree.py | 526   | 2    | 0    | Yes  | 0.0111
test_insertion_speed         | None               | ...es/binary_tree/red_black_tree.py | 560   | 2    | 0    | Yes  | 0.0111
test_insert_and_search       | None               | ...es/binary_tree/red_black_tree.py | 591   | 2    | 0    | Yes  | 0.0111
test_insert_delete           | None               | ...es/binary_tree/red_black_tree.py | 607   | 2    | 0    | Yes  | 0.0111
test_min_max                 | None               | ...es/binary_tree/red_black_tree.py | 645   | 2    | 0    | Yes  | 0.0111
binomial_coefficient         | None               | ...mber_of_possible_binary_trees.py | 20    | 2    | 0    | Yes  | 0.0111
traversal_tree               | BinarySearchTree   | ...inary_tree/binary_search_tree.py | 308   | 2    | 0    | Yes  | 0.0111
inorder                      | BinarySearchTree   | ...inary_tree/binary_search_tree.py | 318   | 2    | 0    | Yes  | 0.0111
inorder                      | None               | ...inary_tree/binary_search_tree.py | 333   | 2    | 0    | Yes  | 0.0111
postorder                    | None               | ...inary_tree/binary_search_tree.py | 343   | 2    | 0    | Yes  | 0.0111
inorder                      | None               | ..._structures/binary_tree/treap.py | 109   | 2    | 0    | Yes  | 0.0111
main                         | None               | ..._structures/binary_tree/treap.py | 158   | 2    | 0    | Yes  | 0.0111
is_symmetric_tree            | None               | ...es/binary_tree/symmetric_tree.py | 104   | 2    | 0    | Yes  | 0.0111
main                         | None               | ...inary_tree/mirror_binary_tree.py | 114   | 2    | 0    | Yes  | 0.0111
print_preorder               | None               | ...y_tree/merge_two_binary_trees.py | 56    | 2    | 0    | Yes  | 0.0111
preorder                     | None               | ...y_tree/binary_tree_traversals.py | 33    | 2    | 0    | Yes  | 0.0111
postorder                    | None               | ...y_tree/binary_tree_traversals.py | 46    | 2    | 0    | Yes  | 0.0111
inorder                      | None               | ...y_tree/binary_tree_traversals.py | 59    | 2    | 0    | Yes  | 0.0111
reverse_inorder              | None               | ...y_tree/binary_tree_traversals.py | 72    | 2    | 0    | Yes  | 0.0111
count_nodes                  | None               | .../binary_tree/distribute_coins.py | 82    | 2    | 0    | Yes  | 0.0111
count_coins                  | None               | .../binary_tree/distribute_coins.py | 92    | 2    | 0    | Yes  | 0.0111
get_distrib                  | None               | .../binary_tree/distribute_coins.py | 106   | 2    | 0    | Yes  | 0.0111
update                       | SegmentTree        | ...ee/non_recursive_segment_tree.py | 71    | 2    | 0    | Yes  | 0.0111
inorder                      | None               | ...e/inorder_tree_traversal_2022.py | 46    | 2    | 0    | Yes  | 0.0111
rank                         | None               | ...ures/binary_tree/wavelet_tree.py | 100   | 2    | 0    | Yes  | 0.0111
reverse                      | None               | ...tructures/arrays/rotate_array.py | 32    | 2    | 0    | Yes  | 0.0111
__iter__                     | Index2DArrayIte... | ...s/arrays/index_2d_array_in_1d.py | 31    | 2    | 0    | Yes  | 0.0111
product_sum                  | None               | ...structures/arrays/product_sum.py | 23    | 2    | 0    | Yes  | 0.0111
grid_values                  | None               | ...ructures/arrays/sudoku_solver.py | 77    | 2    | 0    | Yes  | 0.0111
assign                       | None               | ...ructures/arrays/sudoku_solver.py | 86    | 2    | 0    | Yes  | 0.0111
solved                       | None               | ...ructures/arrays/sudoku_solver.py | 196   | 2    | 0    | Yes  | 0.0111
is_monotonic                 | None               | ...ctures/arrays/monotonic_array.py | 2     | 2    | 0    | Yes  | 0.0111
evaluate_recursive           | None               | ...ures/stacks/prefix_evaluation.py | 58    | 2    | 0    | Yes  | 0.0111
push                         | Stack              | ...stack_with_doubly_linked_list.py | 47    | 2    | 0    | Yes  | 0.0111
push                         | LinkedStack        | ...stack_with_singly_linked_list.py | 94    | 2    | 0    | Yes  | 0.0111
pop                          | LinkedStack        | ...stack_with_singly_linked_list.py | 108   | 2    | 0    | Yes  | 0.0111
peek                         | LinkedStack        | ...stack_with_singly_linked_list.py | 132   | 2    | 0    | Yes  | 0.0111
push                         | Stack              | data_structures/stacks/stack.py     | 35    | 2    | 0    | Yes  | 0.0111
pop                          | Stack              | data_structures/stacks/stack.py     | 57    | 2    | 0    | Yes  | 0.0111
peek                         | Stack              | data_structures/stacks/stack.py     | 76    | 2    | 0    | Yes  | 0.0111
_is_sparse                   | HashMap            | data_structures/hashing/hash_map.py | 107   | 2    | 0    | Yes  | 0.0111
__setitem__                  | HashMap            | data_structures/hashing/hash_map.py | 177   | 2    | 0    | Yes  | 0.0111
bulk_insert                  | HashTable          | ...structures/hashing/hash_table.py | 88    | 2    | 0    | Yes  | 0.0111
insert_many                  | RadixNode          | data_structures/trie/radix_tree.py  | 39    | 2    | 0    | Yes  | 0.0111
insert_many                  | TrieNode           | data_structures/trie/trie.py        | 14    | 2    | 0    | Yes  | 0.0111
top                          | SkewHeap           | data_structures/heap/skew_heap.py   | 198   | 2    | 0    | Yes  | 0.0111
update_item                  | Heap               | ..._structures/heap/heap_generic.py | 79    | 2    | 0    | Yes  | 0.0111
insert_item                  | Heap               | ..._structures/heap/heap_generic.py | 105   | 2    | 0    | Yes  | 0.0111
extract_top                  | Heap               | ..._structures/heap/heap_generic.py | 120   | 2    | 0    | Yes  | 0.0111
parent_index                 | Heap               | data_structures/heap/heap.py        | 55    | 2    | 0    | Yes  | 0.0111
left_child_idx               | Heap               | data_structures/heap/heap.py        | 91    | 2    | 0    | Yes  | 0.0111
right_child_idx              | Heap               | data_structures/heap/heap.py        | 101   | 2    | 0    | Yes  | 0.0111
insert                       | Heap               | data_structures/heap/heap.py        | 196   | 2    | 0    | Yes  | 0.0111
pop                          | RandomizedHeap     | ...ructures/heap/randomized_heap.py | 125   | 2    | 0    | Yes  | 0.0111
top                          | RandomizedHeap     | ...ructures/heap/randomized_heap.py | 153   | 2    | 0    | Yes  | 0.0111
to_sorted_list               | RandomizedHeap     | ...ructures/heap/randomized_heap.py | 188   | 2    | 0    | Yes  | 0.0111
pre_order                    | BinomialHeap       | ...structures/heap/binomial_heap.py | 359   | 2    | 0    | Yes  | 0.0111
__str__                      | BinomialHeap       | ...structures/heap/binomial_heap.py | 385   | 2    | 0    | Yes  | 0.0111
get_parent                   | DisjointSet        | ...nt_set/alternate_disjoint_set.py | 54    | 2    | 0    | Yes  | 0.0111
find_set                     | None               | ...res/disjoint_set/disjoint_set.py | 42    | 2    | 0    | Yes  | 0.0111
stooge_sort                  | None               | sorts/stooge_sort.py                | 1     | 1    | 0    | Yes  | 0.0000
counting_sort_string         | None               | sorts/counting_sort.py              | 59    | 1    | 0    | Yes  | 0.0000
natural_sort                 | None               | sorts/natural_sort.py               | 6     | 1    | 0    | Yes  | 0.0000
__str__                      | ElementPriority... | ...ues/priority_queue_using_list.py | 173   | 1    | 0    | Yes  | 0.0000
__len__                      | QueueByTwoStacks   | ...es/queues/queue_by_two_stacks.py | 19    | 1    | 0    | Yes  | 0.0000
__repr__                     | QueueByTwoStacks   | ...es/queues/queue_by_two_stacks.py | 42    | 1    | 0    | Yes  | 0.0000
put                          | QueueByTwoStacks   | ...es/queues/queue_by_two_stacks.py | 59    | 1    | 0    | Yes  | 0.0000
__len__                      | CircularQueue      | ...uctures/queues/circular_queue.py | 14    | 1    | 0    | Yes  | 0.0000
is_empty                     | CircularQueue      | ...uctures/queues/circular_queue.py | 28    | 1    | 0    | Yes  | 0.0000
first                        | CircularQueue      | ...uctures/queues/circular_queue.py | 39    | 1    | 0    | Yes  | 0.0000
first                        | CircularQueueLi... | ...es/circular_queue_linked_list.py | 61    | 1    | 0    | Yes  | 0.0000
__iter__                     | _Iterator          | ...res/queues/double_ended_queue.py | 63    | 1    | 0    | Yes  | 0.0000
is_empty                     | Deque              | ...res/queues/double_ended_queue.py | 336   | 1    | 0    | Yes  | 0.0000
__len__                      | Deque              | ...res/queues/double_ended_queue.py | 353   | 1    | 0    | Yes  | 0.0000
__iter__                     | Deque              | ...res/queues/double_ended_queue.py | 419   | 1    | 0    | Yes  | 0.0000
__len__                      | LinkedQueue        | ...tructures/queues/linked_queue.py | 55    | 1    | 0    | Yes  | 0.0000
__str__                      | LinkedQueue        | ...tructures/queues/linked_queue.py | 70    | 1    | 0    | Yes  | 0.0000
is_empty                     | LinkedQueue        | ...tructures/queues/linked_queue.py | 83    | 1    | 0    | Yes  | 0.0000
clear                        | LinkedQueue        | ...tructures/queues/linked_queue.py | 139   | 1    | 0    | Yes  | 0.0000
__len__                      | QueueByList        | ...ructures/queues/queue_by_list.py | 18    | 1    | 0    | Yes  | 0.0000
__repr__                     | QueueByList        | ...ructures/queues/queue_by_list.py | 40    | 1    | 0    | Yes  | 0.0000
put                          | QueueByList        | ...ructures/queues/queue_by_list.py | 58    | 1    | 0    | Yes  | 0.0000
get_front                    | QueueByList        | ...ructures/queues/queue_by_list.py | 118   | 1    | 0    | Yes  | 0.0000
__init__                     | KDNode             | data_structures/kd_tree/kd_node.py  | 22    | 1    | 0    | Yes  | 0.0000
hypercube_points             | None               | ...tree/example/hypercube_points.py | 12    | 1    | 0    | Yes  | 0.0000
main                         | None               | ...kd_tree/example/example_usage.py | 16    | 1    | 0    | Yes  | 0.0000
__init__                     | SuffixTree         | ...tures/suffix_tree/suffix_tree.py | 13    | 1    | 0    | Yes  | 0.0000
__len__                      | LinkedList         | ...ctures/linked_list/swap_nodes.py | 32    | 1    | 0    | Yes  | 0.0000
push                         | LinkedList         | ...ctures/linked_list/swap_nodes.py | 43    | 1    | 0    | Yes  | 0.0000
create_linked_list           | None               | ...d_list/doubly_linked_list_two.py | 166   | 1    | 0    | Yes  | 0.0000
__len__                      | LinkedList         | ...ructures/linked_list/__init__.py | 115   | 1    | 0    | Yes  | 0.0000
__len__                      | LinkedList         | ...s/linked_list/reverse_k_group.py | 33    | 1    | 0    | Yes  | 0.0000
__str__                      | LinkedList         | ...s/linked_list/reverse_k_group.py | 45    | 1    | 0    | Yes  | 0.0000
__str__                      | DoublyLinkedList   | ...inked_list/doubly_linked_list.py | 35    | 1    | 0    | Yes  | 0.0000
__len__                      | DoublyLinkedList   | ...inked_list/doubly_linked_list.py | 46    | 1    | 0    | Yes  | 0.0000
is_empty                     | DoublyLinkedList   | ...inked_list/doubly_linked_list.py | 179   | 1    | 0    | Yes  | 0.0000
__repr__                     | Node               | ...inked_list/singly_linked_list.py | 25    | 1    | 0    | Yes  | 0.0000
__init__                     | LinkedList         | ...inked_list/singly_linked_list.py | 41    | 1    | 0    | Yes  | 0.0000
__len__                      | LinkedList         | ...inked_list/singly_linked_list.py | 69    | 1    | 0    | Yes  | 0.0000
__repr__                     | LinkedList         | ...inked_list/singly_linked_list.py | 90    | 1    | 0    | Yes  | 0.0000
insert_tail                  | LinkedList         | ...inked_list/singly_linked_list.py | 160   | 1    | 0    | Yes  | 0.0000
insert_head                  | LinkedList         | ...inked_list/singly_linked_list.py | 176   | 1    | 0    | Yes  | 0.0000
print_list                   | LinkedList         | ...inked_list/singly_linked_list.py | 223   | 1    | 0    | Yes  | 0.0000
delete_head                  | LinkedList         | ...inked_list/singly_linked_list.py | 235   | 1    | 0    | Yes  | 0.0000
delete_tail                  | LinkedList         | ...inked_list/singly_linked_list.py | 262   | 1    | 0    | Yes  | 0.0000
is_empty                     | LinkedList         | ...inked_list/singly_linked_list.py | 325   | 1    | 0    | Yes  | 0.0000
add_first                    | LinkedDeque        | ...ures/linked_list/deque_doubly.py | 89    | 1    | 0    | Yes  | 0.0000
add_last                     | LinkedDeque        | ...ures/linked_list/deque_doubly.py | 96    | 1    | 0    | Yes  | 0.0000
__repr__                     | Node               | ...uctures/linked_list/skip_list.py | 22    | 1    | 0    | Yes  | 0.0000
level                        | Node               | ...uctures/linked_list/skip_list.py | 34    | 1    | 0    | Yes  | 0.0000
main                         | None               | ...uctures/linked_list/skip_list.py | 426   | 1    | 0    | Yes  | 0.0000
__init__                     | LinkedList         | ...res/linked_list/print_reverse.py | 18    | 1    | 0    | Yes  | 0.0000
__repr__                     | LinkedList         | ...res/linked_list/print_reverse.py | 40    | 1    | 0    | Yes  | 0.0000
in_reverse                   | None               | ...res/linked_list/print_reverse.py | 110   | 1    | 0    | Yes  | 0.0000
__len__                      | CircularLinkedList | ...ked_list/circular_linked_list.py | 32    | 1    | 0    | Yes  | 0.0000
__repr__                     | CircularLinkedList | ...ked_list/circular_linked_list.py | 38    | 1    | 0    | Yes  | 0.0000
insert_tail                  | CircularLinkedList | ...ked_list/circular_linked_list.py | 46    | 1    | 0    | Yes  | 0.0000
insert_head                  | CircularLinkedList | ...ked_list/circular_linked_list.py | 52    | 1    | 0    | Yes  | 0.0000
delete_front                 | CircularLinkedList | ...ked_list/circular_linked_list.py | 89    | 1    | 0    | Yes  | 0.0000
delete_tail                  | CircularLinkedList | ...ked_list/circular_linked_list.py | 97    | 1    | 0    | Yes  | 0.0000
is_empty                     | CircularLinkedList | ...ked_list/circular_linked_list.py | 142   | 1    | 0    | Yes  | 0.0000
__len__                      | SortedLinkedList   | ...s/linked_list/merge_two_lists.py | 38    | 1    | 0    | Yes  | 0.0000
__str__                      | SortedLinkedList   | ...s/linked_list/merge_two_lists.py | 50    | 1    | 0    | Yes  | 0.0000
merge_lists                  | None               | ...s/linked_list/merge_two_lists.py | 62    | 1    | 0    | Yes  | 0.0000
empty                        | BinarySearchTree   | .../binary_search_tree_recursive.py | 31    | 1    | 0    | Yes  | 0.0000
is_empty                     | BinarySearchTree   | .../binary_search_tree_recursive.py | 42    | 1    | 0    | Yes  | 0.0000
put                          | BinarySearchTree   | .../binary_search_tree_recursive.py | 55    | 1    | 0    | Yes  | 0.0000
search                       | BinarySearchTree   | .../binary_search_tree_recursive.py | 87    | 1    | 0    | Yes  | 0.0000
inorder_traversal            | BinarySearchTree   | .../binary_search_tree_recursive.py | 234   | 1    | 0    | Yes  | 0.0000
preorder_traversal           | BinarySearchTree   | .../binary_search_tree_recursive.py | 256   | 1    | 0    | Yes  | 0.0000
_get_binary_search_tree      | BinarySearchTre... | .../binary_search_tree_recursive.py | 281   | 1    | 0    | Yes  | 0.0000
test_remove                  | BinarySearchTre... | .../binary_search_tree_recursive.py | 378   | 1    | 0    | Yes  | 0.0000
test_remove_2                | BinarySearchTre... | .../binary_search_tree_recursive.py | 468   | 1    | 0    | Yes  | 0.0000
__len__                      | Node               | ...tures/binary_tree/is_sum_tree.py | 34    | 1    | 0    | Yes  | 0.0000
__iter__                     | BinaryTree         | ...tures/binary_tree/is_sum_tree.py | 75    | 1    | 0    | Yes  | 0.0000
__len__                      | BinaryTree         | ...tures/binary_tree/is_sum_tree.py | 82    | 1    | 0    | Yes  | 0.0000
__str__                      | BinaryTree         | ...tures/binary_tree/is_sum_tree.py | 89    | 1    | 0    | Yes  | 0.0000
is_sum_tree                  | BinaryTree         | ...tures/binary_tree/is_sum_tree.py | 99    | 1    | 0    | Yes  | 0.0000
build_a_tree                 | BinaryTree         | ...tures/binary_tree/is_sum_tree.py | 109   | 1    | 0    | Yes  | 0.0000
build_a_sum_tree             | BinaryTree         | ...tures/binary_tree/is_sum_tree.py | 134   | 1    | 0    | Yes  | 0.0000
swap                         | None               | ...y_tree/lowest_common_ancestor.py | 9     | 1    | 0    | Yes  | 0.0000
__init__                     | RedBlackTree       | ...es/binary_tree/red_black_tree.py | 20    | 1    | 0    | Yes  | 0.0000
